statecode,latitude,longitude
WI,43.940483,-90.786752
WI,42.79642,-88.808122
WI,44.352868,-89.816116
WI,44.397677,-89.855431
BC,49.523821,-115.753941
BC,49.523821,-115.753941
BC,49.523821,-115.753941
OK,28.453232,-99.238399
ON,43.627858,-79.478109
ON,43.627858,-79.478109
ON,43.627858,-79.478109
ON,43.627858,-79.478109
ON,43.627858,-79.478109
ON,43.627858,-79.478109
ON,44.03663,-78.61462
ON,42.982759,-82.299722
ON,42.982759,-82.299722
ON,42.982759,-82.299722
ON,42.982759,-82.299722
ON,42.982759,-82.299722
ON,42.982759,-82.299722
ON,45.418314,-75.613791
ON,45.418314,-75.613791
ON,45.418314,-75.613791
ON,45.418314,-75.613791
ON,45.418314,-75.613791
ON,45.418314,-75.613791
PA,43.604138,-96.712132
ON,43.783146,-79.523691
ON,43.783146,-79.523691
ON,43.783146,-79.523691
ON,43.783146,-79.523691
ON,43.783146,-79.523691
ON,43.783146,-79.523691
KS,37.752183,-99.980066
AR,35.562317,-92.451599
CO,40.244186,-104.055386
FL,29.713852,-81.507757
GA,31.873287,-82.594476
IA,42.430307,-91.330688
IL,40.707587,-89.029278
IL,40.707587,-89.029278
IL,42.345244,-88.071203
IN,41.734432,-85.806425
KY,37.776858,-87.172336
KY,38.362016,-82.730087
LA,29.555421,-90.290803
LA,30.78543,-91.367
LA,30.161263,-93.637792
MI,43.178024,-85.073368
MI,42.137083,-83.382187
MI,42.137083,-83.382187
MI,42.930637,-82.506763
MI,42.930637,-82.506763
MI,42.930637,-82.506763
MI,42.879119,-85.083847
MI,42.879119,-85.083847
MD,39.614255,-119.263645
MT,45.83209,-109.96154
ND,46.87655,-96.90358
NE,42.799702,-102.203499
NH,43.26507,-70.86499
NJ,40.841298,-73.996323
NJ,40.49539,-74.29878
TN,35.29075,-84.81732
NV,40.960556,-117.748055
NY,44.347357,-75.983324
NY,42.799599,-76.121336
NY,42.799599,-76.121336
NY,43.240778,-73.687933
NY,43.240778,-73.687933
OH,39.289313,-84.395083
VA,36.940533,-77.735165
OH,41.284414,-81.440077
PA,41.408581,-75.505848
PA,40.5566,-78.11057
RI,41.64425,-71.691383
SC,32.800272,-79.948779
TX,30.077367,-94.134465
VA,38.767592,-77.709086
WA,48.4164,-119.51071
WI,46.876656,-96.824837
AR,35.258191,-90.225879
GA,34.343057,-85.07719
IL,39.839749,-89.633631
IL,39.839749,-89.633631
KY,36.697369,-87.454539
KY,37.568954,-84.319939
IL,40.340437,-88.760955
IL,40.340437,-88.760955
IL,40.340437,-88.760955
IL,40.340437,-88.760955
MN,44.799018,-93.52139
MO,39.014935,-94.13099
NC,35.755302,-77.925838
NE,41.101609,-100.726992
NY,43.001302,-78.40731
OK,35.265307,-99.640744
TN,35.265307,-99.640744
VA,39.290527,-78.087612
VA,37.201993,-77.436071
TX,32.393739,-97.210826
NC,36.068158,-79.334188
MI,43.379266,-83.876605
MI,43.379266,-83.876605
MI,43.379266,-83.876605
MI,43.379266,-83.876605
PA,0.0,0.0
OK,35.595651,-97.436665
WI,44.537119,-89.540667
GA,34.373295,-83.262909
GA,34.389354,-83.226856
SC,34.347436,-79.527711
SC,33.192037,-80.60674
NC,36.090318,-79.990828
VA,38.708314,-78.658309
AL,33.586586,-86.123508
WV,38.443531,-81.830803
TN,36.179175,-86.299439
AL,34.538434,-86.910604
AL,34.538434,-86.910604
GA,33.644434,-84.398738
GA,33.644434,-84.398738
LA,30.004699,-90.032104
OK,35.712369,-95.346895
ID,43.662414,-116.653893
WI,44.639128,-88.04638
GA,32.657994,-83.745428
SC,35.156771,-81.478441
GA,32.932186,-82.8069
TX,31.0359,-104.83
OH,39.614255,-119.263645
AZ,32.944886,-112.729639
LA,30.451163,-91.246255
KS,28.453232,-99.238399
IA,41.499383,-95.334507
IA,39.614255,-119.263645
OH,40.99903,-81.997193
LA,30.0326,-89.9855
AZ,34.723703,-114.315417
AZ,34.723703,-114.315417
OR,39.614255,-119.263645
OK,35.424216,-96.298427
IL,39.614255,-119.263645
IL,39.614255,-119.263645
DE,39.444917,-75.751743
IA,42.460102,-92.25229
KY,38.056636,-84.431408
NE,41.410121,-97.376193
NE,40.721443,-98.721042
GA,32.5434,-95.755184
GA,32.5434,-95.755184
OK,36.163483,-95.342987
KS,38.87923,-97.61166
WI,42.72573,-87.953825
KY,36.697092,-87.45421
OH,40.822983,-83.991047
MO,38.996294,-110.148456
NM,32.342583,-108.681115
WI,43.796485,-90.056327
UT,40.698764,-111.795151
MS,32.279738,-90.19819
TX,32.727562,-97.824585
NM,34.946713,-104.637716
TX,31.3231,-94.6954
TX,31.3231,-94.6954
FL,28.811152,-81.322312
KY,38.156198,-85.067064
IN,40.031771,-86.473829
WI,43.963554,-90.38022
IL,42.208532,-89.107795
IL,42.208532,-89.107795
IL,42.208532,-89.107795
IL,42.208532,-89.107795
IL,42.208532,-89.107795
IL,42.208532,-89.107795
FL,27.448768,-80.398856
NM,32.342145,-108.678571
IN,40.112631,-85.565856
IN,40.112631,-85.565856
VA,37.077165,-80.696142
MI,42.689219,-83.760997
MI,42.689219,-83.760997
LA,32.508018,-92.192563
MS,32.246649,-101.497631
TX,32.76698,-96.80719
FL,0.0,0.0
FL,0.0,0.0
LA,30.250784,-92.269047
NJ,39.684064,-75.485221
MS,34.467984,-89.006572
AL,30.872861,-88.046869
AL,30.872861,-88.046869
WI,46.305155,-96.097313
CO,39.785289,-104.90239
KS,39.001444,-96.864659
AZ,40.959866,-117.74816
AZ,40.959866,-117.74816
OH,38.996294,-110.148456
IN,38.996294,-110.148456
IN,38.996294,-110.148456
KY,38.08035,-83.94816
FL,0.0,0.0
AR,35.260423,-92.387278
GA,46.470648,-84.362309
GA,31.034233,-82.760781
GA,33.941467,-83.381657
IA,42.451205,-92.237635
WY,42.086827,-110.947612
MS,34.929198,-89.794558
GA,32.612332,-83.744486
GA,32.612332,-83.744486
SC,33.285959,-79.693923
SC,33.682351,-80.904442
TX,32.591305,-96.680438
WY,42.055119,-104.165931
MI,44.22356,-85.80554
NH,43.121703,-71.48079
TN,35.221929,-88.314999
AR,33.82753,-93.39383
FL,30.376236,-83.295479
MS,39.614255,-119.263645
GA,33.716503,-85.027119
VA,37.089172,-76.459088
IA,41.8088,-90.5383
MI,42.507099,-83.536397
UT,40.960556,-117.748055
KY,38.189931,-85.737604
OH,39.916087,-82.997163
OH,39.27951,-84.362395
WI,43.12793,-88.056342
UT,40.83636,-111.93357
IL,42.17041,-89.074838
IL,42.17041,-89.074838
IL,41.934505,-89.023907
AZ,30.114343,-93.813986
TX,27.7745,-97.668299
LA,30.454116,-91.246754
TN,35.677979,-88.749084
GA,34.275221,-84.808342
OK,35.265307,-99.640744
NY,42.101592,-75.835785
NY,42.101592,-75.835785
NY,42.101592,-75.835785
NY,42.101592,-75.835785
IA,39.614255,-119.263645
IA,39.614255,-119.263645
NV,39.614255,-119.263645
OH,39.7378,-81.5274
LA,30.252363,-93.010469
AZ,30.425547,-89.134258
NC,35.239572,-77.577117
TX,31.04053,-104.824555
LA,30.242695,-92.19288
NE,40.263331,-96.716197
VA,36.733148,-79.382763
VA,37.345201,-77.334469
PA,41.314709,-75.755265
KY,36.697092,-87.45421
IN,41.047103,-86.219063
IN,41.047103,-86.219063
SC,35.077674,-81.704683
KY,38.45444,-85.297203
MS,32.2787,-90.1977
OH,41.140209,-80.724133
GA,34.558892,-84.935823
GA,30.680712,-83.218989
WV,38.195323,-80.861481
OK,35.404309,-94.521658
GA,32.5434,-95.755184
GA,32.5434,-95.755184
OK,36.70677,-94.929135
LA,29.57144,-90.68233
MN,45.226679,-93.612137
IL,41.213993,-87.867359
IL,41.213993,-87.867359
IL,41.213993,-87.867359
IL,41.369105,-89.098034
IL,41.369105,-89.098034
IL,41.369105,-89.098034
IL,41.369105,-89.098034
TX,31.72822,-96.18274
MI,41.799049,-83.694294
MI,41.799049,-83.694294
MI,41.799049,-83.694294
MI,41.799049,-83.694294
TX,32.943895,-99.796794
MO,37.835565,-94.324779
OH,44.102922,-103.149374
IA,41.499831,-95.334931
IA,28.453232,-99.238399
MO,39.245666,-94.476253
MD,39.633649,-77.807539
IL,42.491577,-88.994091
IL,42.444876,-88.99285
MN,44.314984,-93.963928
MN,44.070974,-93.229052
MN,44.843798,-93.123532
OH,39.558429,-82.957987
KS,38.427281,-95.888727
MS,30.425547,-89.134258
IN,39.614255,-119.263645
IN,39.614255,-119.263645
TN,36.108979,-83.333969
TX,31.537215,-97.129529
FL,29.267799,-82.191606
FL,29.267799,-82.191606
OK,36.434104,-99.395336
TX,33.116526,-95.634245
NM,35.503556,-108.839697
NC,36.078329,-79.215519
VA,36.77,-81.78242
OK,34.002415,-96.3732
CT,33.661632,-114.236785
CT,33.661632,-114.236785
MO,39.159169,-94.497349
AZ,35.238602,-111.822032
AR,34.807759,-91.88861
TX,27.699401,-98.07849
KY,37.598458,-85.873401
TX,29.671175,-98.634976
AL,34.217932,-86.156999
AL,33.104354,-86.735512
AR,34.796093,-91.750806
AR,33.263752,-93.214457
AR,35.064382,-94.247425
AR,34.601477,-92.548545
AZ,35.238602,-111.822032
AZ,35.238602,-111.822032
AR,34.752065,-94.076158
AZ,30.425547,-89.134258
AZ,0.0,0.0
AZ,0.0,0.0
CO,39.797938,-104.930846
CO,38.99562,-110.14947
FL,28.324863,-81.374008
GA,34.598915,-83.447941
GA,33.632899,-84.400811
GA,46.470648,-84.362309
GA,26.611802,-81.8056
GA,32.051884,-81.25712
GA,34.161959,-83.63104
GA,30.800535,-81.690154
GA,32.858572,-83.640801
GA,33.661632,-114.236785
GA,30.796473,-81.659838
GA,34.3947,-83.6897
GA,32.537464,-84.846778
GA,30.835633,-83.980107
GA,30.680712,-83.218989
GA,30.753102,-83.271777
SC,34.419582,-79.415939
IA,40.689061,-95.782696
IA,41.027022,-95.23311
LA,30.03859,-89.974419
IL,41.512886,-88.052512
IL,39.770994,-89.891906
IL,39.770994,-89.891906
IL,39.770994,-89.891906
IN,39.014,-86.541
IL,41.820539,-88.203706
IL,41.820539,-88.203706
IN,41.429795,-84.887452
IN,41.729895,-85.891871
TX,29.31101,-98.61783
TX,29.31101,-98.61783
IN,40.2615,-86.651045
IN,41.01741,-85.1825
IN,41.753729,-85.42774
IN,38.23845,-86.36227
IN,41.746962,-85.693846
LA,30.1666,-91.9753
KS,37.529892,-95.805687
KS,34.018381,-86.076313
KS,38.25543,-95.24897
KS,39.025883,-96.805581
KS,37.6798,-96.8158
KS,37.636644,-96.234135
KY,37.799419,-85.750629
KY,37.689121,-87.908568
KY,37.689121,-87.908568
KY,37.234748,-86.692878
LA,31.237554,-92.449204
LA,30.726614,-90.508983
LA,29.952916,-91.997452
LA,30.109389,-90.873144
LA,29.875772,-90.013793
LA,29.755001,-91.429524
LA,29.608321,-90.667655
LA,30.249544,-93.013772
LA,30.137441,-93.676923
LA,32.043809,-93.69343
LA,30.010682,-89.939497
LA,30.500159,-91.307783
LA,30.50667,-91.21809
LA,30.442534,-91.279386
LA,29.5775,-90.39262
LA,29.894352,-90.127639
LA,30.15108,-93.637325
LA,40.637394,-74.103008
LA,32.8678,-93.9877
MA,42.031422,-71.612109
MA,42.166704,-71.893299
MD,38.686144,-76.872521
MI,43.379035,-84.608601
MI,42.98361,-83.9282
MI,41.797329,-83.692173
MI,42.256689,-84.712777
MI,46.892968,-98.681577
MI,46.892968,-98.681577
MI,46.892968,-98.681577
MI,42.491908,-83.01057
MI,42.491908,-83.01057
MN,45.976036,-94.341981
AL,33.178305,-87.376781
MN,45.124953,-95.00787
MN,43.640294,-95.561949
MO,37.460404,-93.141605
MO,37.006489,-94.55001
MO,37.2156,-93.2769
MI,42.793632,-84.682857
MI,46.430982,-89.824737
MI,46.430982,-89.824737
MI,46.430982,-89.824737
NM,35.158637,-103.703726
MN,45.499929,-94.263264
MN,47.264141,-93.647482
MS,34.912442,-88.543516
MS,30.923162,-88.509094
NC,35.956,-78.8418
NC,35.840673,-80.134677
NC,35.606774,-78.566621
NC,35.038838,-80.602313
NH,42.899412,-71.361592
NC,35.006773,-78.815913
NC,34.997079,-78.134187
NE,40.971433,-96.388354
NE,41.118558,-102.949307
NJ,40.417266,-74.444077
NJ,40.822778,-74.029709
NJ,40.5603,-74.264
NM,35.585391,-105.217373
NM,32.267103,-107.770846
NY,42.02495,-76.383095
NC,34.813385,-78.989098
NJ,40.176878,-74.629129
NJ,40.548835,-74.404703
NM,32.697425,-103.183586
NM,33.257057,-103.312914
NY,42.293191,-76.714337
NY,42.781782,-74.029029
OH,41.062196,-81.463494
OH,41.29097,-81.670172
OH,41.292779,-81.684364
OH,41.047098,-80.6632
OH,39.941815,-82.521105
OH,39.941815,-82.521105
OH,41.360932,-82.282384
OH,35.391225,-97.511058
OH,41.114814,-83.176817
OH,40.854194,-83.300505
OK,34.63721,-99.29951
OK,33.953976,-96.419052
OK,35.432285,-96.28969
OK,35.439637,-95.973872
OK,34.159214,-97.983115
OK,35.526222,-98.706068
PA,40.075256,-74.933124
PA,40.131514,-76.796374
PA,40.089905,-75.370911
PA,41.062487,-75.749104
SC,35.138108,-81.511619
SC,33.846461,-81.652373
SC,34.195358,-80.303759
SC,34.699257,-81.938472
SC,34.495186,-81.845402
SC,32.7758,-80.247814
SC,34.624355,-82.779101
SC,33.649449,-81.359179
SC,32.774937,-80.462054
SC,34.001965,-81.108717
SC,32.161731,-80.726429
SD,43.544172,-96.752835
SD,44.006969,-97.387751
WI,43.604138,-96.712132
WI,43.604138,-96.712132
TX,32.183015,-94.339307
TX,31.21272,-101.958983
VA,36.714313,-76.669441
TX,28.315655,-97.997124
TX,30.893715,-102.884855
TX,31.706154,-98.122886
TX,28.105792,-97.820578
TX,33.9551,-98.6038
TX,32.840772,-87.886678
TX,31.971865,-102.072805
TX,29.729247,-98.079497
TX,34.723061,-100.533731
TX,34.723061,-100.533731
TX,29.295331,-99.637435
TX,27.359203,-98.123074
TX,29.21689,-98.414824
TX,29.4656,-98.4071
TX,33.46404,-94.04352
TX,33.430809,-96.350345
TX,30.132319,-94.015535
TX,29.279771,-98.668774
UT,41.711512,-112.201911
UT,39.72323,-111.835829
VA,36.5816,-79.3492
VA,36.702662,-77.549323
VA,36.675249,-78.926963
VA,36.76976,-76.606808
WA,48.848745,-122.571868
WA,48.848745,-122.571868
WI,44.250255,-91.472419
WI,42.546214,-88.939039
WI,44.8624,-88.6285
VA,38.00094,-75.5407
VA,38.073298,-78.896972
WI,44.459602,-89.518226
MO,37.00042,-91.70468
NC,35.65129,-81.973649
WY,41.268848,-110.940766
IA,42.00628,-92.885548
KS,38.003723,-100.848772
MO,37.006245,-94.568211
MS,32.604429,-90.072707
AL,30.25181,-87.68957
TX,32.5434,-95.755184
GA,33.1703,-84.5804
IL,38.996294,-110.148456
IL,38.996294,-110.148456
IL,38.996294,-110.148456
IL,38.996294,-110.148456
IL,38.996294,-110.148456
LA,30.312547,-91.833109
GA,33.85452,-84.297218
IL,41.583515,-87.637195
IL,41.583515,-87.637195
IL,41.583515,-87.637195
IN,39.755789,-86.204218
KS,27.459394,-80.315414
MI,0.0,0.0
MI,0.0,0.0
MI,42.424846,-83.424152
MI,41.826198,-71.507902
MI,41.826198,-71.507902
MI,41.826198,-71.507902
MI,42.4497,-83.0254
MI,42.4497,-83.0254
MI,42.4497,-83.0254
MO,0.0,0.0
MO,39.311131,-94.555572
NC,35.272225,-80.854204
OH,40.111093,-82.995852
OH,41.684099,-83.56883
WI,45.469509,-89.733146
WI,43.027028,-88.039682
WI,43.064275,-88.048513
WI,42.9957,-88.1059
TX,31.99662,-106.586165
WI,46.582348,-90.905259
PA,41.079576,-75.968756
IN,39.870945,-84.933264
OK,34.00493,-94.740161
NM,35.0779,-107.5564
ON,44.266786,-76.968756
ON,44.266786,-76.968756
ON,44.266786,-76.968756
ON,44.266786,-76.968756
ON,44.266786,-76.968756
ON,44.266786,-76.968756
OH,39.614255,-119.263645
TN,35.88216,-87.80147
KY,38.45444,-85.297203
NC,35.273543,-81.495759
TX,35.194311,-101.722906
GA,32.5434,-95.755184
GA,32.5434,-95.755184
GA,30.680712,-83.218989
GA,39.614255,-119.263645
TX,32.967888,-97.418171
ME,43.482959,-70.497106
GA,34.346914,-83.321912
ID,42.649468,-114.442836
TX,28.453232,-99.238399
IN,41.605372,-87.115623
IN,41.605372,-87.115623
AL,31.72078,-85.83024
AL,34.107735,-85.561591
AL,34.775516,-85.893544
MS,32.38323,-88.637829
AL,30.742,-88.1108
NV,36.160455,-115.16095
AL,33.227685,-87.575924
AL,32.453513,-85.013479
AL,34.11889,-86.395183
AL,30.742,-88.1108
FL,30.485312,-84.421415
FL,30.485312,-84.421415
AR,25.49772,-80.44668
AR,35.457092,-93.483647
AR,36.138696,-93.584299
AR,35.611455,-90.11061
GA,32.469654,-82.808513
GA,33.729721,-84.323362
IN,39.900051,-86.049845
LA,30.335943,-91.020105
NC,36.058931,-79.6546
NC,35.20191,-80.7276
WI,42.931691,-88.407261
WI,43.028799,-88.047036
IL,41.162619,-87.894261
IL,41.162619,-87.894261
IL,41.162619,-87.894261
WI,44.29517,-90.830311
IN,39.851196,-85.412398
IN,41.529962,-86.895739
CT,41.700161,-71.902169
MO,38.936019,-91.844715
OK,35.595285,-97.436643
KY,37.3475,-84.3164
IA,41.291905,-91.536141
AR,39.614255,-119.263645
AR,39.614255,-119.263645
AZ,33.661632,-114.236785
AZ,33.661632,-114.236785
OK,35.265307,-99.640744
GA,33.729721,-84.323362
IN,39.900051,-86.049845
GA,34.687487,-85.000324
GA,34.687487,-85.000324
ON,44.266786,-76.968756
ON,44.266786,-76.968756
ON,44.266786,-76.968756
ON,44.266786,-76.968756
ON,44.266786,-76.968756
ON,44.266786,-76.968756
AB,51.618202,-111.811495
AB,51.618202,-111.811495
AB,51.618202,-111.811495
AB,51.618202,-111.811495
AB,51.618202,-111.811495
AB,51.618202,-111.811495
AL,31.284096,-87.194609
AL,31.211167,-85.428257
AL,31.292658,-85.8646
AL,32.438262,-86.474487
AL,31.93754,-87.737633
AL,34.865336,-87.46602
AR,34.908667,-91.197027
AR,33.901736,-91.492535
AR,39.614255,-119.263645
MO,38.996294,-110.148456
CO,39.662264,-106.82805
CO,40.624863,-103.171153
DE,39.423007,-75.762521
DE,39.621312,-75.642127
DE,39.621312,-75.642127
FL,26.52857,-80.206216
FL,29.953212,-82.860401
FL,28.552829,-82.421247
FL,25.580305,-80.478525
FL,30.037313,-81.89784
FL,28.494705,-81.431779
FL,26.769334,-80.064089
FL,27.963125,-82.452377
FL,27.937073,-82.352417
GA,32.06797,-84.25046
GA,32.33303,-84.52905
GA,33.66786,-84.340219
GA,31.040803,-84.876813
GA,32.662668,-84.980425
GA,31.928277,-82.679138
GA,31.208914,-83.778329
GA,31.204065,-83.784359
GA,33.973112,-85.002794
GA,32.416692,-81.799087
GA,32.399366,-81.818929
GA,32.869155,-82.395227
IA,41.451832,-95.601917
IA,41.015514,-93.323548
IA,41.649579,-93.623154
IA,42.458369,-90.672828
IA,43.12295,-92.73886
IA,40.623739,-91.377417
IA,41.007181,-91.170237
IA,41.391009,-91.073138
IA,42.047801,-96.149383
IA,41.024796,-93.797881
IA,39.659146,-87.41293
IA,40.746181,-95.817451
IA,31.99662,-106.586165
IA,32.578346,-84.55347
IA,43.423114,-95.109214
IA,42.73119,-95.15122
IA,41.451832,-95.601917
IA,39.001444,-96.864659
IA,40.717266,-91.227036
ID,44.723968,-116.439959
ID,44.076853,-116.9353
ID,43.674003,-116.911573
IL,40.48417,-89.018673
IL,40.48417,-89.018673
IL,40.48417,-89.018673
IL,40.392665,-88.872075
IL,40.627633,-89.27573
IL,40.458003,-90.647102
IL,39.34535,-87.926529
IL,41.9102,-89.0694
IL,41.749963,-87.863617
IL,41.204,-90.6229
IL,41.9454,-87.995109
IN,40.814127,-84.938412
IN,40.376948,-86.837107
IN,41.083051,-86.891341
IN,40.209217,-85.384532
KS,37.922588,-95.384141
KS,39.843266,-95.52652
KS,37.559612,-101.773394
KS,39.702923,-95.72988
KS,38.400642,-96.533725
KS,38.480733,-100.907248
KY,37.320779,-85.356705
KY,37.187428,-82.903393
KY,38.638602,-83.809135
KY,37.599601,-82.683563
KY,37.029735,-85.077598
KY,38.03634,-84.45488
LA,29.910559,-90.20933
LA,29.686088,-91.255688
LA,32.54596,-93.63611
LA,30.312547,-91.833109
LA,30.095083,-91.94011
LA,32.520028,-92.327866
LA,30.48053,-92.593506
LA,30.068048,-90.686146
LA,29.678118,-90.746281
LA,29.590334,-90.745687
LA,30.989,-91.8311
LA,30.10152,-91.839921
LA,30.54744,-92.001805
LA,29.70649,-90.57252
LA,42.74873,-105.374893
LA,32.62557,-93.88687
LA,29.973535,-90.299078
LA,30.319156,-93.664962
LA,29.7969,-90.83
OH,40.833428,-83.964726
LA,32.431525,-91.418853
LA,32.49969,-92.15673
MA,42.576169,-71.833921
MD,39.456071,-76.636159
MD,39.627655,-78.018092
MD,39.59346,-77.732597
MD,38.633508,-75.863625
MD,38.366244,-76.968102
ME,44.043062,-70.251509
ME,45.609869,-68.523512
ME,43.700114,-70.315462
MI,42.177331,-83.243226
MI,44.20216,-85.406852
MI,44.20216,-85.406852
MI,44.20216,-85.406852
MI,42.813152,-82.628379
MI,46.497249,-87.918415
MI,42.328888,-83.156663
MI,42.326605,-83.160639
MI,42.326605,-83.160639
MI,42.326605,-83.160639
MI,42.326605,-83.160639
MI,45.027119,-84.677961
MI,45.027119,-84.677961
MI,42.91356,-85.67546
MI,43.887825,-85.542048
MI,43.887825,-85.542048
MI,0.0,0.0
MI,42.265953,-84.759164
MI,42.265953,-84.759164
MN,45.850719,-95.409886
MN,47.428683,-94.863938
MN,39.004977,-85.627708
MN,43.659203,-93.31221
MN,44.0444,-92.749267
MN,40.383984,-80.725134
MN,45.553381,-94.218128
MO,38.605865,-90.451009
MO,37.376455,-89.665869
MO,37.114694,-92.577404
MO,37.11276,-93.484802
MO,36.500371,-93.223016
MO,39.880337,-94.846554
MS,34.857776,-89.688776
MS,31.622193,-89.541701
MS,31.236809,-89.826174
MS,31.635378,-89.180727
MS,32.154273,-90.122986
MS,33.540946,-89.133911
MS,31.205085,-89.062119
MS,31.201269,-89.041204
MS,32.337406,-89.140814
MS,31.904649,-89.013651
MS,32.099579,-90.303433
MS,34.1695,-89.6431
MS,30.827936,-89.135856
NC,35.716376,-77.363999
NC,35.411245,-78.035256
NC,35.006773,-78.815913
NC,34.740229,-76.811613
NC,35.10961,-77.05666
NC,35.959054,-77.308267
NC,35.755302,-77.925838
NC,36.065425,-80.305695
ND,46.928773,-104.007422
ND,47.933118,-97.096329
ND,48.11287,-98.874168
NE,40.167145,-97.576557
NE,42.43343,-97.096703
NE,40.695214,-99.586114
NE,40.695214,-99.586114
NE,40.697534,-96.703803
NE,41.87393,-103.664185
NE,39.696761,-75.710204
NE,40.183072,-101.012097
NE,42.23626,-96.99875
NH,43.180804,-71.564717
NH,43.02255,-71.038154
NJ,40.82693,-74.09435
NJ,40.508221,-74.390715
NJ,40.905897,-74.570107
NJ,40.5603,-74.264
NJ,39.812409,-74.985729
NJ,40.898505,-74.630659
NJ,40.767838,-74.045381
CO,37.202372,-108.686488
NJ,39.98151,-75.022843
NJ,40.676194,-75.140207
NJ,40.676194,-75.140207
NJ,40.73053,-74.042564
NJ,40.849367,-74.023753
NJ,40.548835,-74.404703
NJ,40.408281,-74.50497
NJ,39.679939,-75.493211
NJ,39.425676,-75.023546
NJ,40.557785,-74.284747
NM,34.1572,-106.9203
NM,33.39515,-104.522709
NM,35.416335,-106.402566
NV,38.534959,-118.62905
NY,45.008782,-73.451997
NY,42.62476,-73.777148
NY,42.184241,-75.633915
NY,42.57266,-79.093452
NY,42.57266,-79.093452
NY,42.092598,-78.628603
NY,42.390949,-75.158936
NY,44.576035,-73.524534
NY,42.983244,-76.785345
OH,40.811519,-82.274603
OH,41.420447,-81.788101
OH,40.804144,-82.973846
OH,41.563413,-81.589655
OH,38.900964,-82.569333
OH,40.747614,-81.516418
OH,0.0,0.0
OH,39.715135,-82.987414
OH,40.3932,-80.7272
OK,35.40442,-99.40535
OK,33.996132,-95.47538
OK,33.89519,-94.85151
OK,36.437469,-95.710227
OK,33.768284,-97.134739
ON,43.169361,-80.215204
ON,43.169361,-80.215204
ON,43.169361,-80.215204
ON,43.169361,-80.215204
ON,43.169361,-80.215204
ON,43.169361,-80.215204
ON,43.258055,-79.782395
ON,43.258055,-79.782395
ON,43.258055,-79.782395
ON,43.004841,-81.176595
ON,43.004841,-81.176595
ON,43.004841,-81.176595
ON,43.004841,-81.176595
ON,43.004841,-81.176595
ON,43.004841,-81.176595
ON,35.817287,-78.596155
ON,35.817287,-78.596155
ON,35.817287,-78.596155
ON,35.817287,-78.596155
ON,35.817287,-78.596155
ON,35.817287,-78.596155
GA,33.321154,-84.776832
GA,33.321154,-84.776832
GA,33.606432,-83.07861
ON,42.987637,-82.116827
ON,42.987637,-82.116827
ON,42.987637,-82.116827
ON,42.987637,-82.116827
ON,42.987637,-82.116827
ON,42.987637,-82.116827
PA,28.37741,-80.70245
PA,40.477748,-76.295883
PA,40.563753,-80.227742
PA,39.93829,-77.06182
PA,40.159191,-76.003957
PA,40.020302,-78.346208
PA,40.020302,-78.346208
PA,40.19032,-74.82979
PA,42.12411,-80.080457
PA,40.207593,-76.581905
PA,41.03421,-77.51601
PA,41.561785,-77.117337
PA,40.450796,-78.838846
PA,40.615646,-79.754057
PA,41.053097,-76.382242
PA,40.1215,-74.96154
PA,39.800857,-76.955251
SC,33.488076,-81.926221
SC,33.9902,-79.1995
SC,32.92171,-80.03117
SC,34.51129,-82.30694
SC,32.805095,-80.111492
SC,34.239503,-81.458494
SC,34.924312,-80.976886
SC,33.397386,-79.926154
SD,43.083198,-96.793029
SD,42.78909,-96.792769
SD,43.301432,-96.796044
SD,44.404913,-98.475708
TN,36.58985,-82.28112
TN,36.39949,-87.601885
TN,35.157632,-86.594943
TN,35.87341,-84.456275
TN,35.935061,-86.53201
TX,32.4099,-99.707822
TX,32.751883,-97.683729
TX,34.256357,-99.509987
TX,32.955864,-96.361559
TX,33.225801,-97.591003
TX,33.755183,-117.888795
TX,28.709762,-100.46364
TX,28.73923,-100.496834
TX,32.3321,-96.6167
TX,34.641856,-102.723171
TX,31.2985,-97.25124
TX,29.472556,-97.445003
TX,29.52264,-97.43667
TX,33.393827,-97.729989
TX,31.84241,-102.36586
TX,26.096475,-98.213565
TX,28.030008,-97.083227
VA,36.864432,-81.434758
VA,39.382948,-78.299849
VA,36.667911,-76.953695
VA,38.92655,-78.194471
VA,38.893883,-77.188856
VA,37.279389,-79.168099
VA,37.154261,-82.631414
VT,44.700689,-73.100585
VT,42.886485,-72.556967
WI,44.531916,-88.802406
WI,44.943219,-89.96601
WI,44.02562,-89.806715
WI,44.557639,-88.058139
WI,43.369532,-88.297583
WI,45.16174,-89.14765
WI,43.589893,-88.434437
WI,43.587055,-88.413431
WI,44.026143,-90.074927
WI,43.890947,-90.162613
WI,44.213864,-89.524389
WI,44.537119,-89.540667
WI,43.027744,-91.125884
WI,45.89892,-91.829328
WI,44.880462,-91.905009
WI,43.194437,-89.344894
WI,44.775202,-92.765485
WV,40.61687,-80.55712
WV,39.285126,-80.732774
WY,42.831867,-106.213852
WY,43.629475,-108.219216
TX,32.958046,-97.307724
OH,40.370121,-82.829832
GA,33.329387,-82.170547
IL,40.306573,-88.175497
IL,40.306573,-88.175497
IL,40.306573,-88.175497
IL,40.306573,-88.175497
MI,43.033084,-83.655676
MI,42.2723,-84.9765
MI,42.2723,-84.9765
MI,42.2723,-84.9765
MI,42.2723,-84.9765
LA,32.5434,-95.755184
IN,41.693758,-86.810328
IN,41.721833,-85.812727
